"countryCode","postalCode","city","state","stateShort","countyProvince","countyProvinceShort","community","communityShort","latitude","longitude","accuracy"
"CY","5631","Milia Ammochostou","Ammochostos","01","","","","","35.2401","33.7802","4"
"CY","5632","Moni Apostolou Varnava","Ammochostos","01","","","","","35.225","33.7689","1"
"CY","5633","Peristerona Ammochostou","Ammochostos","01","","","","","35.2178","33.761","4"
"CY","5634","Pigi","Ammochostos","01","","","","","35.2267","33.7596","4"
"CY","5635","Prastio Ammochostou","Ammochostos","01","","","","","35.1754","33.7577","4"
"CY","5636","Salamina","Ammochostos","01","","","","","35.225","33.7689","1"
"CY","5637","Santalaris","Ammochostos","01","","","","","35.2104","33.8007","4"
"CY","5638","Stylloi","Ammochostos","01","","","","","35.1721","33.8337","4"
"CY","5650","Marathovounos","Ammochostos","01","","","","","35.2229","33.6178","4"
"CY","5651","Agios Chariton","Ammochostos","01","","","","","35.3053","33.6046","4"
"CY","5652","Angastina","Ammochostos","01","","","","","35.2033","33.5878","4"
"CY","5653","Vitsada","Ammochostos","01","","","","","35.2443","33.6466","4"
"CY","5654","Kiados","Ammochostos","01","","","","","35.2547","33.6012","4"
"CY","5655","Genagra","Ammochostos","01","","","","","35.2174","33.6981","4"
"CY","5656","Knodara","Ammochostos","01","","","","","35.2648","33.6604","4"
"CY","5657","Kornokipos","Ammochostos","01","","","","","35.2828","33.573","4"
"CY","5658","Mousoulita","Ammochostos","01","","","","","35.193","33.6406","4"
"CY","5659","Pyrga Ammochostou","Ammochostos","01","","","","","35.1827","33.7267","4"
"CY","5660","Trypimeni","Ammochostos","01","","","","","35.31","33.6336","4"
"CY","5661","Psyllatos","Ammochostos","01","","","","","35.2538","33.6873","4"
"CY","5700","Trikomo","Ammochostos","01","","","","","35.2863","33.8917","4"
"CY","5720","Agios Georgios Ammochostou","Ammochostos","01","","","","","35.3408","33.9686","1"
"CY","5721","Agios Efstathios","Ammochostos","01","","","","","35.3893","34.0147","4"
"CY","5722","Agios Ilias","Ammochostos","01","","","","","35.3288","33.9282","4"
"CY","5723","Agios Theodoros Ammochostou","Ammochostos","01","","","","","35.366","34.0288","4"
"CY","5724","Arnadi","Ammochostos","01","","","","","35.2366","33.8605","4"
"CY","5725","Avgolida","Ammochostos","01","","","","","35.3548","33.9627","4"
"CY","5726","Vokolida","Ammochostos","01","","","","","35.3796","34.0714","4"
"CY","5727","Gastria","Ammochostos","01","","","","","35.3427","33.9999","4"
"CY","5728","Lapathos","Ammochostos","01","","","","","35.27","33.8259","4"
"CY","5729","Livadia Ammochostou","Ammochostos","01","","","","","35.3988","34.0255","4"
"CY","5730","Monarga","Ammochostos","01","","","","","35.3135","33.9476","4"
"CY","5731","Bogazi","Ammochostos","01","","","","","35.3136","33.9525","4"
"CY","5732","Patriki","Ammochostos","01","","","","","35.3632","33.9965","4"
"CY","5733","Perivolia Trikomou","Ammochostos","01","","","","","35.2862","33.9101","4"
"CY","5734","Spathariko","Ammochostos","01","","","","","35.2365","33.8718","4"
"CY","5735","Sygkrasi","Ammochostos","01","","","","","35.2729","33.8523","4"
"CY","5750","Akanthou","Ammochostos","01","","","","","35.3739","33.753","4"
"CY","5761","Agios Andronikos Trikomou","Ammochostos","01","","","","","35.3702","33.8922","1"
"CY","5762","Agios Iakovos","Ammochostos","01","","","","","35.327","33.8151","4"
"CY","5763","Ardana","Ammochostos","01","","","","","35.3566","33.8859","4"
"CY","5764","Gerani","Ammochostos","01","","","","","35.3592","33.9223","4"
"CY","5765","Davlos","Ammochostos","01","","","","","35.4215","33.9052","4"
"CY","5766","Kantara","Ammochostos","01","","","","","35.3885","33.8988","4"
"CY","5767","Krideia","Ammochostos","01","","","","","35.3953","33.9729","4"
"CY","5768","Mandres Ammochostou","Ammochostos","01","","","","","35.3471","33.7992","4"
"CY","5769","Ovgoros","Ammochostos","01","","","","","35.3659","33.9384","4"
"CY","5770","Platani","Ammochostos","01","","","","","35.333","33.7518","4"
"CY","5771","Flamoudi","Ammochostos","01","","","","","35.3966","33.8571","4"
"CY","5800","Aigialousa","Ammochostos","01","","","","","35.5351","34.1894","4"
"CY","5820","Agios Andronikos Karpasias","Ammochostos","01","","","","","35.4571","34.1186","1"
"CY","5821","Agios Symeon","Ammochostos","01","","","","","35.491","34.2185","4"
"CY","5822","Vothylakas","Ammochostos","01","","","","","35.4834","34.1871","4"
"CY","5823","Vasili","Ammochostos","01","","","","","35.4728","34.1506","4"
"CY","5824","Eptakomi","Ammochostos","01","","","","","35.4465","34.0318","4"
"CY","5825","Galateia","Ammochostos","01","","","","","35.4227","34.0713","4"
"CY","5826","Koilanemos","Ammochostos","01","","","","","35.4908","34.142","4"
"CY","5827","Koma Tou Gialou","Ammochostos","01","","","","","35.4275","34.131","4"
"CY","5828","Komi","Ammochostos","01","","","","","35.4105","33.9962","4"
"CY","5829","Leonarisso","Ammochostos","01","","","","","35.4689","34.1389","4"
"CY","5830","Lythragkomi","Ammochostos","01","","","","","35.48","34.1714","4"
"CY","5831","Melanarga","Ammochostos","01","","","","","35.5147","34.1968","4"
"CY","5832","Neta","Ammochostos","01","","","","","35.4696","34.2146","4"
"CY","5833","Platanissos","Ammochostos","01","","","","","35.4787","34.1068","4"
"CY","5834","Tavrou","Ammochostos","01","","","","","35.3966","34.0765","4"
"CY","5850","Rizokarpaso","Ammochostos","01","","","","","35.5972","34.3792","4"
"CY","5870","Agia Trias","Ammochostos","01","","","","","35.5387","34.216","4"
"CY","5871","Agios Therissos","Ammochostos","01","","","","","35.5241","34.2639","1"
"CY","5872","Agios Filon","Ammochostos","01","","","","","35.5241","34.2639","1"
"CY","5873","Moni Apostolou Andreou","Ammochostos","01","","","","","35.5241","34.2639","1"
"CY","5874","Galinoporni","Ammochostos","01","","","","","35.5223","34.3018","4"
"CY","5875","Koroveia","Ammochostos","01","","","","","35.5113","34.274","4"
"CY","5876","Stathmos Koroveias","Ammochostos","01","","","","","35.5241","34.2639","1"
"CY","5877","Moni Panagias Eleousas","Ammochostos","01","","","","","35.5241","34.2639","1"
"CY","5878","Chelones","Ammochostos","01","","","","","35.5241","34.2639","1"
"CY","9000","Keryneia","Keryneia","02","","","","","35.3363","33.3173","4"
"CY","9200","Karavas","Keryneia","02","","","","","35.3414","33.1959","4"
"CY","9300","Lapithos","Keryneia","02","","","","","35.3382","33.1737","4"
"CY","9390","Agios Georgios Keryneias","Keryneia","02","","","","","35.3422","33.2753","4"
"CY","9500","Agios Epiktitos","Keryneia","02","","","","","35.3207","33.3903","4"
"CY","9510","Thermeia","Keryneia","02","","","","","35.3276","33.327","4"
"CY","9511","Kazafani","Keryneia","02","","","","","35.3167","33.35","4"
"CY","9512","Karakoumi","Keryneia","02","","","","","35.334","33.3478","4"
"CY","9513","Karmi","Keryneia","02","","","","","35.3182","33.2556","4"
"CY","9514","Belapais","Keryneia","02","","","","","35.3058","33.3556","4"
"CY","9515","Templos","Keryneia","02","","","","","35.3317","33.295","4"
"CY","9516","Trimithi","Keryneia","02","","","","","35.3288","33.2598","4"
"CY","9530","Kato Dikomo","Keryneia","02","","","","","35.2675","33.3247","4"
"CY","9540","Pano Dikomo","Keryneia","02","","","","","35.2777","33.3218","4"
"CY","9541","Agirda","Keryneia","02","","","","","35.2974","33.2681","4"
"CY","9542","Vouno","Keryneia","02","","","","","35.271","33.391","4"
"CY","9543","Kiomourtzou","Keryneia","02","","","","","35.2934","33.2564","4"
"CY","9544","Koutsoventis","Keryneia","02","","","","","35.2631","33.4208","4"
"CY","9545","Krini","Keryneia","02","","","","","35.288","33.2375","4"
"CY","9546","Moni Agiou Chrysostomou","Keryneia","02","","","","","35.2823","33.3118","1"
"CY","9547","Onisia","Keryneia","02","","","","","35.2823","33.3118","1"
"CY","9548","Pileri","Keryneia","02","","","","","35.291","33.2179","4"
"CY","9549","Sichari","Keryneia","02","","","","","35.2764","33.3812","4"
"CY","9550","Stathmos Bogaziou","Keryneia","02","","","","","35.2641","33.2225","1"
"CY","9551","Fota","Keryneia","02","","","","","35.2641","33.2225","4"
"CY","9560","Agios Amvrosios Keryneias","Keryneia","02","","","","","35.339","33.5826","4"
"CY","9570","Armenomonastiro","Keryneia","02","","","","","35.3175","33.5118","1"
"CY","9571","Kalograia","Keryneia","02","","","","","35.3379","33.6306","4"
"CY","9572","Klepini","Keryneia","02","","","","","35.3065","33.4353","4"
"CY","9573","Moni Archangelou Antifonitou","Keryneia","02","","","","","35.3175","33.5118","1"
"CY","9574","Moni Panagias Melandrinas","Keryneia","02","","","","","35.3175","33.5118","1"
"CY","9575","Trapeza","Keryneia","02","","","","","35.3082","33.4696","4"
"CY","9576","Chalefka","Keryneia","02","","","","","35.3175","33.5118","1"
"CY","9577","Charkeia (Chartzeia)","Keryneia","02","","","","","35.3175","33.5118","1"
"CY","9600","Myrtou","Keryneia","02","","","","","35.3073","33.071","4"
"CY","9610","Agia Eirini Keryneias","Keryneia","02","","","","","35.2989","32.9634","4"
"CY","9611","Agios Ermolaos","Keryneia","02","","","","","35.2781","33.1725","4"
"CY","9612","Agridaki","Keryneia","02","","","","","35.3072","33.1511","4"
"CY","9613","Asomatos Keryneias","Keryneia","02","","","","","35.2755","33.1075","4"
"CY","9614","Diorios","Keryneia","02","","","","","35.3057","33.0548","4"
"CY","9615","Kampyli","Keryneia","02","","","","","35.3014","33.1075","4"
"CY","9616","Karpaseia","Keryneia","02","","","","","35.2978","33.07","4"
"CY","9617","Kontemenos","Keryneia","02","","","","","35.2686","33.1247","4"
"CY","9618","Kormakitis","Keryneia","02","","","","","35.343","33.01","4"
"CY","9619","Larnakas Lapithou","Keryneia","02","","","","","35.3125","33.1417","4"
"CY","9620","Sysklipos","Keryneia","02","","","","","35.3004","33.1737","4"
"CY","9621","Moni Agiou Panteleimonos","Keryneia","02","","","","","35.3004","33.1737","1"
"CY","9630","Vavylas","Keryneia","02","","","","","35.342","33.1292","1"
"CY","9631","Vasileia","Keryneia","02","","","","","35.3449","33.1242","4"
"CY","9632","Elia Keryneias","Keryneia","02","","","","","35.3322","33.2193","4"
"CY","9633","Livera","Keryneia","02","","","","","35.3833","32.9526","4"
"CY","9634","Moni Acheiropoiitou","Keryneia","02","","","","","35.342","33.1292","1"
"CY","9635","Motides","Keryneia","02","","","","","35.3349","33.2073","4"
"CY","9636","Orga","Keryneia","02","","","","","35.3582","33.0332","4"
"CY","9637","Palaiosofos","Keryneia","02","","","","","35.3256","33.2071","4"
"CY","9638","Panagra","Keryneia","02","","","","","35.334","33.0685","4"
"CY","9639","Ftericha","Keryneia","02","","","","","35.3228","33.2212","4"
"CY","6010","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6011","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6012","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6013","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6015","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6016","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6017","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6018","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6019","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6020","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6021","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6022","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6023","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6025","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6026","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6027","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6028","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6030","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6031","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6035","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6036","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6037","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6040","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6041","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6042","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6043","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6045","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6046","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6047","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6050","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6051","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6052","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6053","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6055","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6056","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6057","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6058","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6059","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6060","Larnaka","Larnaka","03","","","","","34.9229","33.6233","4"
"CY","6370","Anglikos Stratos Dekeleias","Larnaka","03","","","","","34.9965","33.7339",""
"CY","7000","Meneou","Larnaka","03","","","","","34.8607","33.5931","4"
"CY","7020","Dromolaxia","Larnaka","03","","","","","34.8755","33.5868","4"
"CY","7040","Voroklini","Larnaka","03","","","","","34.9814","33.6565","4"
"CY","7041","Voroklini Touristiki Periochi","Larnaka","03","","","","","34.9814","33.6565","1"
"CY","7060","Livadia Larnakas","Larnaka","03","","","","","34.9551","33.6273","4"
"CY","7080","Pyla","Larnaka","03","","","","","35.0047","33.6891","4"
"CY","7081","Pyla Touristiki Periochi","Larnaka","03","","","","","35.0047","33.6891","1"
"CY","7100","Aradippou","Larnaka","03","","","","","34.9478","33.5881","4"
"CY","7101","Aradippou","Larnaka","03","","","","","34.9478","33.5881","4"
"CY","7102","Aradippou","Larnaka","03","","","","","34.9478","33.5881","4"
"CY","7103","Aradippou","Larnaka","03","","","","","34.9478","33.5881","4"
"CY","7104","Aradippou","Larnaka","03","","","","","34.9478","33.5881","4"
"CY","7105","Aradippou","Larnaka","03","","","","","34.9478","33.5881","4"
"CY","7501","Avdellero","Larnaka","03","","","","","35.008","33.5705","4"
"CY","7502","Dekeleia","Larnaka","03","","","","","35.0146","33.6294","1"
"CY","7503","Kellia","Larnaka","03","","","","","34.9761","33.6232","4"
"CY","7504","Pergamos","Larnaka","03","","","","","35.0417","33.7083","4"
"CY","7505","Troulloi","Larnaka","03","","","","","35.0326","33.6155","4"
"CY","7506","Prosfygikos Synoikismos EAC","Larnaka","03","","","","","35.0146","33.6294","1"
"CY","7508","Prosfygikos Synoikismos Vattaina","Larnaka","03","","","","","35.0146","33.6294","1"
"CY","7509","Moni Metamorfoseos tou Sotiros","Larnaka","03","","","","","35.0146","33.6294","1"
"CY","7510","Xylotymvou","Larnaka","03","","","","","35.0163","33.7435","4"
"CY","7520","Xylofagou","Larnaka","03","","","","","34.9774","33.8489","4"
"CY","7530","Ormideia","Larnaka","03","","","","","34.9918","33.7772","4"
"CY","7550","Kiti","Larnaka","03","","","","","34.849","33.5752","4"
"CY","7560","Perivolia Larnakas","Larnaka","03","","","","","34.8289","33.5827","4"
"CY","7561","Softades","Larnaka","03","","","","","34.8277","33.5401","4"
"CY","7562","Tersefanou","Larnaka","03","","","","","34.8541","33.5474","4"
"CY","7570","Alethriko","Larnaka","03","","","","","34.861","33.4943","4"
"CY","7571","Anglisides","Larnaka","03","","","","","34.855","33.4564","4"
"CY","7572","Alaminos","Larnaka","03","","","","","34.8073","33.4348","4"
"CY","7573","Anafotida","Larnaka","03","","","","","34.8244","33.4636","4"
"CY","7574","Aplanta","Larnaka","03","","","","","34.8296","33.4755","4"
"CY","7575","Kivisili","Larnaka","03","","","","","34.8396","33.5048","4"
"CY","7576","Klavdia","Larnaka","03","","","","","34.8931","33.5149","4"
"CY","7577","Mazotos","Larnaka","03","","","","","34.8036","33.4895","4"
"CY","7578","Menogeia","Larnaka","03","","","","","34.8437","33.4412","4"
"CY","7600","Athienou","Larnaka","03","","","","","35.0618","33.5417","4"
"CY","7620","Arsos Larnakas","Larnaka","03","","","","","35.0901","33.6281","4"
"CY","7621","Kosi","Larnaka","03","","","","","34.9667","33.55","4"
"CY","7622","Melouseia","Larnaka","03","","","","","35.0771","33.5844","4"
"CY","7623","Petrofani","Larnaka","03","","","","","35.0312","33.509","4"
"CY","7624","Tremethousia","Larnaka","03","","","","","35.0413","33.5679","1"
"CY","7640","Kornos","Larnaka","03","","","","","34.9222","33.3959","4"
"CY","7641","Agia Anna","Larnaka","03","","","","","34.9429","33.4808","4"
"CY","7642","Delikipos","Larnaka","03","","","","","34.9177","33.3618","4"
"CY","7643","Kalo Chorio Larnakas","Larnaka","03","","","","","34.9285","33.5362","4"
"CY","7644","Moni Agias Theklis","Larnaka","03","","","","","34.9336","33.442","1"
"CY","7645","Moni Stavrovouniou","Larnaka","03","","","","","34.9336","33.442","1"
"CY","7646","Moni Panagias Galaktotrofousis","Larnaka","03","","","","","34.9336","33.442","1"
"CY","7647","Mosfiloti","Larnaka","03","","","","","34.9532","33.4252","4"
"CY","7648","Pyrga Larnakas","Larnaka","03","","","","","34.9259","33.4338","4"
"CY","7649","Psevdas","Larnaka","03","","","","","34.9448","33.4607","4"
"CY","7650","Moni Agias Varvaras","Larnaka","03","","","","","34.9802","33.4923","1"
"CY","7700","Pano Lefkara","Larnaka","03","","","","","34.8167","33.2833","4"
"CY","7710","Kato Lefkara","Larnaka","03","","","","","34.8625","33.3168","4"
"CY","7711","Agioi Vavatsinias","Larnaka","03","","","","","34.8796","33.1913","4"
"CY","7712","Vavatsinia","Larnaka","03","","","","","34.8935","33.2285","4"
"CY","7713","Vavla","Larnaka","03","","","","","34.8416","33.2688","4"
"CY","7714","Kato Drys","Larnaka","03","","","","","34.8511","33.3043","4"
"CY","7715","Lageia","Larnaka","03","","","","","34.8429","33.2467","4"
"CY","7716","Melini","Larnaka","03","","","","","34.8675","33.157","4"
"CY","7717","Moni Agiou Mina","Larnaka","03","","","","","34.8652","33.2289","1"
"CY","7718","Odou","Larnaka","03","","","","","34.8854","33.1507","4"
"CY","7719","Ora","Larnaka","03","","","","","34.8624","33.1956","4"
"CY","7721","Parsata","Larnaka","03","","","","","34.8265","33.2662","4"
"CY","7722","Drapeia","Larnaka","03","","","","","34.8023","33.2796","4"
"CY","7730","Agios Theodoros Larnakas","Larnaka","03","","","","","34.7999","33.3847","4"
"CY","7731","Skarinou","Larnaka","03","","","","","34.8192","33.3588","4"
"CY","7732","Stathmos Skarinou","Larnaka","03","","","","","34.7755","33.3481","1"
"CY","7733","Kalavasos","Larnaka","03","","","","","34.7584","33.308","4"
"CY","7734","Stathmos Kalavasou","Larnaka","03","","","","","34.7755","33.3481","1"
"CY","7735","Kofinou","Larnaka","03","","","","","34.8243","33.3913","4"
"CY","7736","Mari","Larnaka","03","","","","","34.7406","33.2993","4"
"CY","7737","Maroni","Larnaka","03","","","","","34.7573","33.3566","4"
"CY","7738","Vasiliko","Larnaka","03","","","","","34.7755","33.3481","1"
"CY","7739","Zygi","Larnaka","03","","","","","34.7289","33.3378","4"
"CY","7740","Tochni","Larnaka","03","","","","","34.781","33.3236","4"
"CY","7741","Choirokoitia","Larnaka","03","","","","","34.7975","33.3352","4"
"CY","7742","Stathmos Choirokoitias","Larnaka","03","","","","","34.776","33.3364","1"
"CY","7743","Psematismenos","Larnaka","03","","","","","34.7495","33.3504","4"
"CY","1010","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
"CY","1011","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
"CY","1015","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
"CY","1016","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
"CY","1017","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
"CY","1020","Lefkosia (Kaimakli)","Lefkosia","04","","","","","35.1755","33.372","1"
"CY","1021","Lefkosia (Kaimakli)","Lefkosia","04","","","","","35.1755","33.372","1"
"CY","1022","Lefkosia (Kaimakli)","Lefkosia","04","","","","","35.1755","33.372","1"
"CY","1025","Lefkosia (Kaimakli)","Lefkosia","04","","","","","35.1755","33.372","1"
"CY","1026","Lefkosia (Kaimakli)","Lefkosia","04","","","","","35.1755","33.372","1"
"CY","1027","Lefkosia (Kaimakli)","Lefkosia","04","","","","","35.1755","33.372","1"
"CY","1028","Lefkosia (Kaimakli)","Lefkosia","04","","","","","35.1755","33.372","1"
"CY","1035","Lefkosia (Pallouriotissa)","Lefkosia","04","","","","","35.1759","33.3907","4"
"CY","1036","Lefkosia (Kaimakli)","Lefkosia","04","","","","","35.1759","33.3907","3"
"CY","1036","Lefkosia (Pallouriotissa)","Lefkosia","04","","","","","35.1759","33.3907","4"
"CY","1037","Lefkosia (Kaimakli)","Lefkosia","04","","","","","35.1759","33.3907","1"
"CY","1040","Lefkosia (Pallouriotissa)","Lefkosia","04","","","","","35.1759","33.3907","4"
"CY","1041","Lefkosia (Pallouriotissa)","Lefkosia","04","","","","","35.1759","33.3907","4"
"CY","1042","Lefkosia (Pallouriotissa)","Lefkosia","04","","","","","35.1759","33.3907","4"
"CY","1045","Lefkosia (Pallouriotissa)","Lefkosia","04","","","","","35.1759","33.3907","4"
"CY","1046","Lefkosia (Pallouriotissa)","Lefkosia","04","","","","","35.1759","33.3907","4"
"CY","1047","Lefkosia (Pallouriotissa)","Lefkosia","04","","","","","35.1759","33.3907","4"
"CY","1048","Lefkosia (Pallouriotissa)","Lefkosia","04","","","","","35.1759","33.3907","4"
"CY","1049","Lefkosia (Pallouriotissa)","Lefkosia","04","","","","","35.1759","33.3907","4"
"CY","1055","Lefkosia (Lykavittos)","Lefkosia","04","","","","","35.1755","33.372","1"
"CY","1056","Lefkosia (Lykavittos)","Lefkosia","04","","","","","35.1755","33.372","1"
"CY","1057","Lefkosia (Lykavittos)","Lefkosia","04","","","","","35.1755","33.372","1"
"CY","1060","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
"CY","1061","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
"CY","1065","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
"CY","1066","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
"CY","1070","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
"CY","1071","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
"CY","1075","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
"CY","1076","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
"CY","1077","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
"CY","1080","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
"CY","1081","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
"CY","1082","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
"CY","1085","Lefkosia","Lefkosia","04","","","","","35.1753","33.3642","4"
